"","Wooliver_ITS_1A10_Beever240927_S237","Wooliver_ITS_1A6_Beever240927_S205","Wooliver_ITS_1A7_Beever240927_S213","Wooliver_ITS_1A8_Beever240927_S221","Wooliver_ITS_1A9_Beever240927_S229","Wooliver_ITS_1B10_Beever240927_S238","Wooliver_ITS_1B6_Beever240927_S206","Wooliver_ITS_1B7_Beever240927_S214","Wooliver_ITS_1B8_Beever240927_S222","Wooliver_ITS_1B9_Beever240927_S230","Wooliver_ITS_1C10_Beever240927_S239","Wooliver_ITS_1C6_Beever240927_S207","Wooliver_ITS_1C7_Beever240927_S215","Wooliver_ITS_1C8_Beever240927_S223","Wooliver_ITS_1C9_Beever240927_S231","Wooliver_ITS_1D10_Beever240927_S240","Wooliver_ITS_1D6_Beever240927_S208","Wooliver_ITS_1D7_Beever240927_S216","Wooliver_ITS_1D8_Beever240927_S224","Wooliver_ITS_1D9_Beever240927_S232","Wooliver_ITS_1E10_Beever240927_S241","Wooliver_ITS_1E6_Beever240927_S209","Wooliver_ITS_1E7_Beever240927_S217","Wooliver_ITS_1E8_Beever240927_S225","Wooliver_ITS_1E9_Beever240927_S233","Wooliver_ITS_1F10_Beever240927_S242","Wooliver_ITS_1F6_Beever240927_S210","Wooliver_ITS_1F7_Beever240927_S218","Wooliver_ITS_1F8_Beever240927_S226","Wooliver_ITS_1F9_Beever240927_S234","Wooliver_ITS_1G10_Beever240927_S243","Wooliver_ITS_1G6_Beever240927_S211","Wooliver_ITS_1G7_Beever240927_S219","Wooliver_ITS_1G8_Beever240927_S227","Wooliver_ITS_1G9_Beever240927_S235","Wooliver_ITS_1H10_Beever240927_S244","Wooliver_ITS_1H6_Beever240927_S212","Wooliver_ITS_1H7_Beever240927_S220","Wooliver_ITS_1H8_Beever240927_S228","Wooliver_ITS_1H9_Beever240927_S236","Wooliver_ITS_2A4_Beever240927_S285","Wooliver_ITS_2A5_Beever240927_S293","Wooliver_ITS_2A6_Beever240927_S301","Wooliver_ITS_2A7_Beever240927_S309","Wooliver_ITS_2A8_Beever240927_S317","Wooliver_ITS_2B4_Beever240927_S286","Wooliver_ITS_2B5_Beever240927_S294","Wooliver_ITS_2B6_Beever240927_S302","Wooliver_ITS_2B7_Beever240927_S310","Wooliver_ITS_2B8_Beever240927_S318","Wooliver_ITS_2C4_Beever240927_S287","Wooliver_ITS_2C5_Beever240927_S295","Wooliver_ITS_2C6_Beever240927_S303","Wooliver_ITS_2C7_Beever240927_S311","Wooliver_ITS_2C8_Beever240927_S319","Wooliver_ITS_2D4_Beever240927_S288","Wooliver_ITS_2D5_Beever240927_S296","Wooliver_ITS_2D6_Beever240927_S304","Wooliver_ITS_2D7_Beever240927_S312","Wooliver_ITS_2D8_Beever240927_S320","Wooliver_ITS_2E4_Beever240927_S289","Wooliver_ITS_2E5_Beever240927_S297","Wooliver_ITS_2E6_Beever240927_S305","Wooliver_ITS_2E7_Beever240927_S313","Wooliver_ITS_2E8_Beever240927_S321","Wooliver_ITS_2F4_Beever240927_S290","Wooliver_ITS_2F5_Beever240927_S298","Wooliver_ITS_2F6_Beever240927_S306","Wooliver_ITS_2F7_Beever240927_S314","Wooliver_ITS_2F8_Beever240927_S322","Wooliver_ITS_2G4_Beever240927_S291","Wooliver_ITS_2G5_Beever240927_S299","Wooliver_ITS_2G6_Beever240927_S307","Wooliver_ITS_2G7_Beever240927_S315","Wooliver_ITS_2G8_Beever240927_S323","Wooliver_ITS_2H4_Beever240927_S292","Wooliver_ITS_2H5_Beever240927_S300","Wooliver_ITS_2H6_Beever240927_S308","Wooliver_ITS_2H7_Beever240927_S316","Wooliver_ITS_2H8_Beever240927_S324"
"k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Phomatosporales|f__Phomatosporaceae|t__NA",0,0,4,154,0,0,182,15,0,0,4,0,0,7,292,0,0,302,7,0,178,0,0,0,0,0,0,4,134,0,0,213,2,0,0,17,0,0,0,213,5,0,220,21,0,194,12,0,0,0,2,0,0,292,21,0,227,0,0,0,4,0,4,0,344,0,0,257,27,0,186,4,3,0,0,0,0,0,176,16
"k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Pisorisporiales|f__Pisorisporiaceae|g__Achroceratosphaeria|t__wood_saprotroph",0,0,0,4,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Pisorisporiales|f__Pisorisporiales_fam._incertae_sedis|g__Brocchiosphaera|s__brocchiata|t__NA",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4,0,20,0,35,0,16,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,12,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Pisorisporiales|f__Pisorisporiales_fam._incertae_sedis|g__Brocchiosphaera|s__bulbiformis|t__NA",2,0,0,4,33,0,12,18,0,0,0,2,2,4,3,0,0,0,0,0,0,3,3,0,0,0,0,0,16,6,0,0,5,0,0,13,0,0,0,12,0,0,0,11,0,18,0,0,0,0,0,0,0,0,3,0,16,0,0,0,0,0,0,0,5,0,0,0,4,0,9,6,3,0,0,5,0,4,6,0
"k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Pisorisporiales|f__Pisorisporiales_fam._incertae_sedis|g__Brocchiosphaera|s__microspora|t__NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Pisorisporiales|f__Pisorisporiales_fam._incertae_sedis|g__Brocchiosphaera|t__NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Pisorisporiales|t__NA",0,4,3,99,10,11,67,115,4,12,11,0,0,13,41,4,0,49,217,0,39,179,10,0,5,0,42,10,38,47,9,53,41,0,5,115,0,0,2,39,2,26,12,81,10,168,52,15,0,5,4,8,2,310,103,0,131,8,30,7,300,0,24,10,13,2,0,237,65,0,22,20,0,11,3,5,5,40,14,0
"k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Pleurotheciales|f__Pleurotheciaceae|g__Pleurotheciella|s__uniseptata|t__wood_saprotroph",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Pleurotheciales|f__Pleurotheciaceae|g__Pleurotheciella|t__wood_saprotroph",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Pseudodactylariales|f__Pseudodactylariaceae|g__Pseudodactylaria|s__fusiformis|t__litter_saprotroph",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Pseudodactylariales|f__Pseudodactylariaceae|g__Pseudodactylaria|t__litter_saprotroph",0,0,0,12,26,3,10,6,0,2,0,0,0,0,5,0,0,34,0,0,10,6,0,0,0,0,3,7,3,0,0,6,0,2,0,0,0,0,0,21,0,0,9,9,0,0,0,6,0,0,2,0,0,26,7,2,2,0,0,0,4,3,0,0,12,0,0,4,0,0,3,2,0,0,2,0,0,0,0,4
"k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Savoryellales|f__Savoryellaceae|g__Savoryella|s__aquatica|t__wood_saprotroph",2,6,2,21,0,2,14,0,0,5,0,0,0,4,13,0,0,36,5,0,22,0,3,0,0,2,11,2,4,0,2,14,2,0,0,0,0,0,0,3,4,0,17,0,0,2,4,0,0,0,4,0,5,41,0,0,26,0,0,2,0,0,0,5,34,0,2,3,2,0,0,0,0,0,0,2,3,0,0,6
"k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Savoryellales|f__Savoryellaceae|g__Savoryella|s__longispora|t__wood_saprotroph",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Savoryellales|f__Savoryellaceae|t__NA",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Savoryellales|t__NA",0,0,0,0,4,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0
"k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Sordariales|f__Bombardiaceae|g__Ramophialophora|s__humicola|t__soil_saprotroph",0,0,0,11,0,0,0,0,0,0,8,4,0,0,128,2,2,63,0,0,30,0,0,0,0,0,0,0,0,4,2,37,0,0,0,0,0,0,0,0,0,6,73,6,0,5,0,0,0,0,0,0,0,32,0,0,5,29,0,0,0,0,0,6,23,3,0,25,0,0,23,5,0,0,0,0,0,0,5,0
"k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Sordariales|f__Chaetomiaceae|g__Acrophialophora|s__jodhpurensis|t__plant_pathogen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0
"k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Sordariales|f__Chaetomiaceae|g__Acrophialophora|s__levis|t__plant_pathogen",0,0,0,20,8,0,0,6,0,0,0,0,0,0,13,0,0,33,0,0,13,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,13,0,5,0,6,4,0,0,0,0,0,0,0,3,0
"k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Sordariales|f__Chaetomiaceae|g__Acrophialophora|t__plant_pathogen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1
"k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Sordariales|f__Chaetomiaceae|g__Allobotryotrichum|s__blastosporum|t__plant_pathogen",8,14,0,10,0,0,0,0,11,0,0,0,0,9,0,0,0,13,0,12,0,0,10,10,0,0,22,5,0,0,0,0,0,0,22,0,0,0,0,0,3,0,0,0,18,0,0,25,0,12,29,28,0,0,0,0,12,0,5,0,0,0,10,0,0,14,7,0,0,0,0,0,12,16,20,20,7,0,0,0
"k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Sordariales|f__Chaetomiaceae|g__Arcopilus|s__tangerinicapillus|t__soil_saprotroph",0,0,0,3,10,0,8,2,0,0,21,0,2,2,0,0,0,11,0,0,4,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,2,0,0,2,3,8,0,4,0,15,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,2,2,0,15,0,0,13,0,0,3,0,0,0,4,3,0,5,0,0
"k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Sordariales|f__Chaetomiaceae|g__Arxotrichum|s__wyomingense|t__soil_saprotroph",0,0,0,0,0,0,8,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,11,0,0,0,0
"k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Sordariales|f__Chaetomiaceae|g__Chaetomidium|s__leptoderma|t__dung_saprotroph",0,0,41,70,0,0,206,0,10,0,0,102,0,134,0,0,29,0,0,76,0,92,12,25,39,46,6,15,8,0,48,0,33,7,0,0,33,10,0,31,0,7,0,9,0,0,38,172,0,0,38,5,0,9,27,91,14,0,14,0,0,0,0,0,280,0,0,0,0,66,0,0,0,0,15,8,89,22,0,0
"k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Sordariales|f__Chaetomiaceae|g__Chaetomium|s__angustispirale|t__litter_saprotroph",0,0,0,0,0,0,0,0,0,0,0,2,0,6,9,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Sordariales|f__Chaetomiaceae|g__Chaetomium|s__apiculatum|t__litter_saprotroph",2,0,0,0,0,1,0,1,3,0,2,0,4,4,0,5,2,0,1,1,2,2,4,1,9,1,1,1,1,0,0,0,0,4,1,3,2,2,2,0,0,4,0,1,1,0,0,0,2,2,9,0,0,1,0,4,0,5,5,3,1,5,5,3,0,5,2,0,2,3,0,3,3,1,2,7,3,3,0,1
"k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Sordariales|f__Chaetomiaceae|g__Chaetomium|s__grande|t__litter_saprotroph",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
"k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Sordariales|f__Chaetomiaceae|g__Chaetomium|s__subspirilliferum|t__litter_saprotroph",41,53,15,0,10,0,0,0,26,35,0,0,105,21,0,0,14,0,0,0,0,0,25,9,27,137,26,3,0,0,20,0,0,55,22,0,136,14,0,0,24,4,0,0,20,0,0,137,68,32,135,0,0,0,5,0,0,0,122,23,0,0,42,71,0,0,7,0,20,29,0,126,0,22,78,12,49,8,0,16
"k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Sordariales|f__Chaetomiaceae|g__Chaetomium|t__litter_saprotroph",2,1,0,0,2,0,0,0,0,0,0,1,0,0,0,12,0,5,2,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,12,0,2,0,4,5,0,4,0,5,0,0,0,0,1,1,2,0,0,4,2,1,0,0,0,0,0,2,0,0,36,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0
"k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Sordariales|f__Chaetomiaceae|g__Chrysocorona|s__lucknowensis|t__NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Sordariales|f__Chaetomiaceae|g__Corynascella|s__humicola|t__unspecified_saprotroph",0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Sordariales|f__Chaetomiaceae|g__Corynascella|s__inquinata|t__unspecified_saprotroph",0,0,0,0,0,0,0,0,0,0,0,0,0,4,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,52,0,0,0,0,0,0,0,16,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,19,0
"k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Sordariales|f__Chaetomiaceae|g__Dichotomopilus|s__erectus|t__unspecified_saprotroph",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,2,0,0,3,0,0,0,0,0,0,0,0,5
"k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Sordariales|f__Chaetomiaceae|g__Dichotomopilus|s__indicus|t__unspecified_saprotroph",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Sordariales|f__Chaetomiaceae|g__Dichotomopilus|s__pratensis|t__unspecified_saprotroph",0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Sordariales|f__Chaetomiaceae|g__Dichotomopilus|s__ramosissimus|t__unspecified_saprotroph",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Sordariales|f__Chaetomiaceae|g__Dichotomopilus|s__subfunicola|t__unspecified_saprotroph",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Sordariales|f__Chaetomiaceae|g__Dichotomopilus|t__unspecified_saprotroph",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Sordariales|f__Chaetomiaceae|g__Humicola|s__christenseniae|t__wood_saprotroph",0,0,0,0,9,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,17,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,19,0,16,0,0,0,16,0,0,10,0,13,0,0,0,0,0,0,0,0,15,0,0
"k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Sordariales|f__Chaetomiaceae|g__Humicola|s__degenerans|t__wood_saprotroph",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Sordariales|f__Chaetomiaceae|g__Humicola|s__distorta|t__wood_saprotroph",473,1340,1506,65,402,921,147,542,1314,912,570,1130,857,1211,0,1139,1355,127,440,1023,0,575,813,830,1350,1024,1506,980,23,342,1131,73,631,1135,1378,359,686,1166,919,162,955,955,156,555,913,250,457,1831,1468,1264,919,827,1226,124,646,1496,66,570,1300,1446,552,803,1847,1221,154,1162,1098,41,744,1155,23,682,1081,1298,1086,1198,1240,840,56,633
"k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Sordariales|f__Chaetomiaceae|g__Humicola|s__fuscoatra|t__wood_saprotroph",0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,6,0,0,19,0,0,0,0,0,0,0,6,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,9,0,0,0,0,0,0,0,21
"k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Sordariales|f__Chaetomiaceae|g__Humicola|s__nigrescens|t__wood_saprotroph",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,42,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Sordariales|f__Chaetomiaceae|g__Humicola|s__olivacea|t__wood_saprotroph",2507,4428,2605,248,1071,2443,0,1083,4131,3203,1287,3413,3081,2781,122,3706,2485,302,1924,4243,145,1556,2591,2750,3233,3562,3407,3163,23,4045,2749,230,2003,3429,4532,1159,2065,4166,2898,42,4309,1407,103,2557,3059,115,1526,3503,5664,3797,2614,2993,3358,235,2071,2750,59,1616,5509,2697,952,2941,4389,5116,247,2735,2667,223,3407,2460,118,2076,3918,4089,1863,2709,4268,3840,155,2009
"k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Sordariales|f__Chaetomiaceae|g__Humicola|s__repens|t__wood_saprotroph",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Sordariales|f__Chaetomiaceae|g__Humicola|s__sardiniae|t__wood_saprotroph",23850,25164,32590,616,13625,27780,397,10203,33660,25896,20215,28214,21513,37752,739,24102,32540,1045,18547,29742,1008,12720,22887,19488,35776,30514,26417,26297,469,13469,29216,597,18133,31420,27037,12439,24294,22844,32931,419,19124,24988,599,22406,32891,716,12151,43032,26489,41320,30451,22854,35950,682,24770,34644,617,17821,37704,33328,14443,24442,33369,40712,1037,21424,26219,629,22878,33341,570,17450,25793,30987,26912,25394,32572,24971,757,16568
"k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Sordariales|f__Chaetomiaceae|g__Humicola|t__wood_saprotroph",7825,7771,10541,203,4429,8920,158,3143,10792,8523,6404,8865,6753,11816,299,7858,10615,293,5712,9564,417,4073,7543,5976,11424,9926,8310,8541,184,4351,8519,205,5537,9920,8655,4157,7650,7360,10943,89,6383,7726,166,7148,10279,220,3737,13088,8494,12797,9544,6999,10931,289,7596,10586,214,5607,11666,10482,4365,7725,10183,12318,341,6845,7880,197,7113,10222,193,5144,8052,9750,8481,7816,10251,7755,260,5057
"k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Sordariales|f__Chaetomiaceae|g__Melanocarpus|s__albomyces|t__unspecified_saprotroph",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Sordariales|f__Chaetomiaceae|g__Microthielavia|s__ovispora|t__NA",0,4,15,91,18,0,61,25,0,9,14,6,0,0,37,0,3,104,10,2,17,21,0,0,5,0,3,4,52,8,0,39,11,2,15,21,3,2,8,49,0,7,57,40,7,120,17,4,0,11,4,0,16,62,39,0,59,4,8,24,7,0,2,0,108,0,10,53,24,2,32,19,0,0,16,0,4,2,57,10
"k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Sordariales|f__Chaetomiaceae|g__Myceliophthora|s__fergusii|t__foliar_endophyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Sordariales|f__Chaetomiaceae|g__Pseudothielavia|s__arxii|t__NA",3,30,0,14,10,140,12,4,14,149,5,13,9,0,33,52,7,18,0,44,0,7,0,19,0,20,20,15,0,0,36,15,3,9,2,7,7,3,0,0,0,0,0,0,51,0,6,90,102,37,28,21,2,8,0,21,12,116,91,10,0,27,20,31,0,0,0,79,259,16,8,0,121,22,61,0,36,11,11,9
"k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Sordariales|f__Chaetomiaceae|g__Remersonia|s__tenuis|t__dung_saprotroph",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
